credit_card,city,state,zipcode,credit_card_limit,total_transactions,total_amount,avg_amount,std_amount,max_amount,active_days,weekend_ratio,mean_hour,mean_long,mean_lat,avg_daily_transactions,cluster,pca_1,pca_2
8536914250563809,Colorado Springs,CO,80509,14000,304,28749.09,94.569375,113.0313781397119,998.42,85,0.26973684210526316,16.68092105263158,-101.8322719565154,38.13248042734842,3.5764705882352943,0,0.546477030548169,-0.2063671010508345
2440730617592819,Washington,NH,3280,30000,480,70519.54,146.91570833333333,135.13175741368184,992.77,89,0.25416666666666665,16.70625,-69.54938954503335,42.977025295962484,5.393258426966292,1,3.4241469947143517,1.00853785916845
3999331922264962,Washington,NH,3280,20000,463,46394.25,100.20356371490281,123.15104748646151,990.79,91,0.2634989200863931,16.83585313174946,-69.72505760374348,42.99325193525258,5.087912087912088,1,2.0851317161405367,0.04938057141077439
2216132730528773,San Francisco,CA,94101,18000,636,50978.52,80.15490566037735,109.45885414195521,971.92,90,0.279874213836478,16.482704402515722,-119.73455633228978,37.568511765920036,7.066666666666666,1,2.845339449178485,-1.7131794962668645
9758203643408520,Washington,NH,3280,12000,480,16672.95,34.7353125,98.72888052645249,988.52,89,0.24375,16.404166666666665,-69.76091643319452,43.09569233871444,5.393258426966292,1,0.8006397484952515,-1.5083857371120457
9548629685194612,Columbus,NJ,8022,7000,112,5517.24,49.26107142857143,76.78375729558486,817.35,61,0.32142857142857145,17.375,-73.87519730931511,40.04258098041948,1.8360655737704918,0,-2.28429890843622,-0.742827950931663
2082491371163072,Houston,PA,15342,10000,144,10558.59,73.32354166666667,125.87137355957661,965.22,70,0.25,17.229166666666668,-77.38059093809116,39.62489031072407,2.057142857142857,0,-1.1385908443761878,0.368708085654964
8221913653327075,Topeka,IN,46571,25000,569,68274.8,119.99086115992971,135.07912799878454,979.47,92,0.30755711775043937,16.82249560632689,-83.84940319531549,41.6265192340919,6.184782608695652,1,3.4367757532330274,0.15062329401950197
6164143160904912,Washington,NH,3280,10000,82,8398.14,102.41634146341462,160.91830090669234,934.61,59,0.25609756097560976,16.74390243902439,-72.10301446120268,43.167888746645474,1.3898305084745763,0,-1.4652116585597743,1.8945049036685517
5862371394578648,Washington,NH,3280,12000,282,20874.03,74.0213829787234,165.2731535915031,996.55,82,0.2730496453900709,16.76241134751773,-70.6885117090657,42.82155282406602,3.4390243902439024,0,0.27887485662572503,0.8801427514090784
2377857415001409,El Paso,IL,61738,12000,353,16210.89,45.923201133144474,115.35133430192734,942.76,89,0.26345609065155806,16.609065155807365,-87.62824049200557,40.55656120392732,3.966292134831461,0,0.21399082398694924,-0.9689381258312345
8618599746674974,Houston,PA,15342,20000,522,29024.38,55.60226053639847,103.24404847242353,990.83,88,0.2547892720306513,16.762452107279692,-77.34477506846333,40.04218674941977,5.931818181818182,1,1.7893439367449278,-1.403430218626813
5228380053135598,Washington,NH,3280,24000,601,50263.3,83.63277870216307,130.40801310796033,992.64,92,0.3011647254575707,16.703826955074874,-71.31689961496032,43.01930478633955,6.532608695652174,1,3.029602420951184,-0.4395618907248777
6891610450164077,Washington,NH,3280,16000,611,47026.49,76.96643207855973,132.50908395846432,997.54,92,0.25859247135842883,16.79050736497545,-69.97781522000757,42.960204608370454,6.641304347826087,1,2.6142562269936844,-0.6367297176366683
6938265066782069,Washington,NH,3280,5000,118,9603.57,81.38618644067796,81.23955245828883,854.19,64,0.288135593220339,16.322033898305083,-71.20712622916652,43.01250561934187,1.84375,0,-2.010967327026911,0.06653454224804158
4572984294472212,Washington,NH,3280,8000,421,25364.37,60.24790973871734,148.58226330219014,986.25,91,0.33729216152019004,16.641330166270784,-70.80828621082527,42.90144625523476,4.626373626373627,1,0.7538266530311234,0.04076662359339787
9635686158177722,Corpus Christi,TX,78401,8000,73,5773.24,79.0854794520548,43.746416267224284,186.73,53,0.2191780821917808,15.753424657534246,-95.82684064983643,28.12730967960004,1.3773584905660377,2,-3.2767881253997975,-2.037653195373134
1167475218806361,Richmond,MA,1254,14000,387,25230.43,65.19490956072352,141.29657911138503,955.6,86,0.268733850129199,16.90439276485788,-71.6575757588336,42.31388711287001,4.5,1,0.8433066060299734,-0.10451983578857113
1742293159722384,Sacramento,PA,17968,20000,364,32312.21,88.7698076923077,102.41223544226776,940.45,84,0.32142857142857145,17.184065934065934,-73.92737167494717,39.813632027845436,4.333333333333333,1,1.0076001008410311,-0.35218276307459423
1175962294549313,Arlington,MA,2174,14000,592,43183.14,72.94449324324324,133.65476713058501,992.71,91,0.2668918918918919,16.655405405405407,-70.464615208479,42.17458678529365,6.5054945054945055,1,2.3243468441662563,-0.641793028000825
4769264372531012,Cleveland,NY,13042,30000,542,81827.52,150.97328413284134,132.80594624681012,999.57,90,0.26014760147601473,16.14760147601476,-73.3242544786665,42.85681912761562,6.022222222222222,1,4.006714444228857,0.9087153444608778
9595658147867468,Arlington,MA,2174,8000,142,13126.71,92.44161971830985,145.28252063590602,999.97,72,0.3380281690140845,15.767605633802816,-70.10020329624633,41.92857026128153,1.9722222222222223,0,-0.9929662603863867,1.5463689236025286
2925559987432581,Tacoma,WA,98401,10000,257,11920.17,46.38198443579767,106.22676831474028,947.44,82,0.2801556420233463,16.11284046692607,-120.50324394776376,46.7499416900316,3.1341463414634148,0,-0.5891264679866537,-0.8556778110285645
5514508235368997,San Diego,TX,78384,10000,261,16370.3,62.72145593869732,84.41276774204297,985.4,86,0.32567049808429116,16.513409961685824,-96.49093823303203,27.483033268744748,3.0348837209302326,0,-0.3714875772905518,-1.2683654821174712
8595793418524025,Springfield,MA,1101,14000,330,35064.64,106.25648484848485,91.44367896615111,929.53,92,0.2878787878787879,16.424242424242426,-71.03202573885673,42.20420311391161,3.5869565217391304,1,0.6569788922685631,-0.022634347363219395
8035759955465736,Washington,NH,3280,4000,108,5351.72,49.552962962962965,166.54839084204136,976.69,60,0.35185185185185186,16.36111111111111,-71.34578439696553,43.24938696628627,1.8,0,-1.8110603589416845,1.30735953537192
9310902645401474,Washington,NH,3280,20000,501,37621.38,75.0925748502994,93.43465438239113,948.27,91,0.2774451097804391,16.860279441117765,-69.12874935793373,42.51257760690959,5.5054945054945055,1,1.7890880492514831,-1.027932706604645
3028140595406023,El Paso,IL,61738,10000,10,604.95,60.495000000000005,31.297464309784303,107.15,10,0.4,16.2,-89.03240988456905,40.75416863469204,1.0,2,-4.7577964048809,-1.4505944806968112
5924922891293495,Chicago,IL,60290,20000,531,32473.45,61.15527306967985,121.09990677306136,984.81,91,0.2768361581920904,16.811676082862522,-84.80909056774347,41.64502567494885,5.835164835164835,1,1.991711804014248,-1.032811818452305
7649237198931106,Seattle,WA,98060,14000,233,30907.37,132.6496566523605,156.96062251038362,996.94,81,0.22746781115879827,16.957081545064376,-118.1940494974956,47.53362931940648,2.876543209876543,0,0.5005716863399836,1.396014895588613
9271294569681900,Houston,PA,15342,8000,102,10410.66,102.06529411764706,96.53099583985153,907.41,56,0.2549019607843137,16.69607843137255,-75.77296066227181,40.566816033097204,1.8214285714285714,0,-1.7751999971835015,0.5755100913272969
8867710239543529,Los Angeles,CA,90001,6000,216,7304.37,33.81652777777778,114.24583929721389,921.62,78,0.28703703703703703,15.458333333333334,-113.73073448559201,34.172580681640014,2.769230769230769,0,-1.0882568628795903,-1.0617161354986586
2505223645294729,Washington,NH,3280,4000,570,15711.27,27.56363157894737,113.10027623919615,994.49,88,0.2736842105263158,16.359649122807017,-69.38772785072454,42.65583643406451,6.4772727272727275,1,0.8600311832475112,-1.6446513762655908
9722420012449776,Dallas,PA,18612,6000,505,14165.119999999999,28.049742574257422,92.68890266860315,947.81,88,0.24158415841584158,16.643564356435643,-74.55442527867838,41.19889656236352,5.738636363636363,1,0.4585248746355085,-2.0227938905744383
5199442973583621,Washington,NH,3280,8000,227,23249.58,102.42105726872248,76.49953001030522,963.02,80,0.31718061674008813,16.136563876651984,-69.65197116155613,42.58804408840497,2.8375,0,-0.5995008772698494,0.14216688612438652
4744743520431714,Washington,NH,3280,4000,98,5188.6,52.94489795918368,145.30138533367946,939.53,54,0.1836734693877551,16.051020408163264,-68.24878867280442,42.82802254877137,1.8148148148148149,0,-1.9630898557789977,0.779331386212287
9472892860209244,Houston,PA,15342,7000,265,16377.98,61.803698113207545,82.52435207111296,974.69,85,0.2792452830188679,16.067924528301887,-74.7004718783885,40.085241547362955,3.1176470588235294,0,-0.5927898075932326,-0.7260115962366445
1402909379316770,Pittsburgh,PA,15201,10000,486,13435.31,27.644670781893,107.62139817215986,985.44,88,0.2674897119341564,16.734567901234566,-77.64249582531993,40.33904686588835,5.5227272727272725,1,0.6677425268307063,-1.6862412473206598
4539200319153652,Albany,VT,5820,10000,114,13202.9,115.81491228070175,140.04678346165912,949.14,56,0.17543859649122806,17.166666666666668,-70.39613310491569,44.78099860087615,2.0357142857142856,0,-1.2003738913315591,1.5292595870163337
4505833195983226,Houston,PA,15342,6000,187,13172.39,70.44058823529411,129.27428953430126,963.97,80,0.2887700534759358,16.914438502673796,-79.41841461451506,39.82555923900928,2.3375,0,-0.9531395877277092,0.28869504339076557
5427757726611889,Pittsburgh,PA,15201,10000,183,23684.17,129.42169398907103,143.31892462200145,974.6,71,0.3114754098360656,16.92896174863388,-77.55161418527389,40.30855925672334,2.5774647887323945,0,-0.3698432727561367,1.6053031406929026
1916247437596108,Washington,NH,3280,5000,183,4958.47,27.09546448087432,90.7069143606623,888.42,77,0.2459016393442623,16.989071038251367,-70.23867074486662,42.467633393084384,2.3766233766233764,0,-1.6756097110606016,-1.038317872691007
2097167243683055,Kansas City,MO,64101,2000,119,4737.31,39.80932773109244,80.86038763003684,894.98,68,0.23529411764705882,16.470588235294116,-84.53406839408265,38.206545491852005,1.75,0,-2.236456210665305,-0.9863734047816495
7045277863044303,Washington,NH,3280,8000,306,19909.63,65.06415032679739,112.66280399506209,995.32,83,0.2875816993464052,16.313725490196077,-70.48104658184839,42.92946100588078,3.6867469879518073,0,-0.11138471164491168,-0.14880156032272762
6838971510538393,Denver,NY,12421,5000,69,8353.48,121.06492753623188,224.89643444995633,994.21,46,0.5217391304347826,17.057971014492754,-68.16090933556197,41.74341620633406,1.5,0,-1.6778246977748188,3.8369750733407733
9389953638589188,Oklahoma City,OK,73101,4000,53,6343.0199999999995,119.67962264150943,121.92397820524612,889.01,40,0.41509433962264153,15.320754716981131,-95.04650322055618,35.439580704611046,1.325,0,-2.4415249406589528,1.592661510475418
8567390858674031,Washington,NH,3280,2000,69,3530.57,51.16768115942029,25.926615676294066,109.36,45,0.2898550724637681,16.44927536231884,-72.09997715583953,43.182975202709706,1.5333333333333334,2,-4.232034387083878,-2.087104375332949
2035931394067428,Washington,NH,3280,9000,448,20030.02,44.70986607142857,121.43123280545726,947.05,91,0.2544642857142857,16.75,-70.5198661386607,43.06289229341676,4.923076923076923,1,0.6357513259091465,-0.9558225151988996
6465194079012865,Las Vegas,NM,87701,12000,312,22534.78,72.22685897435898,106.04235023857937,993.74,87,0.30128205128205127,16.48076923076923,-104.394405133353,35.43159330519841,3.586206896551724,0,0.2561121100873526,-0.7605702566133492
6455247676775228,Raleigh,WV,25911,20000,334,42235.63,126.45398203592814,143.9221549619813,980.85,87,0.2844311377245509,17.239520958083833,-79.56238264660875,37.71014466552293,3.839080459770115,1,1.5153282610889172,0.9107106358309086
7809589434909452,Pasadena,MD,21122,10000,564,24265.23,43.02345744680851,116.46200874652325,985.47,91,0.2730496453900709,17.06205673758865,-75.0995366407557,39.03698930131479,6.197802197802198,1,1.3844526586452348,-1.566191406512605
5376655964161192,Washington,NH,3280,3000,40,3049.72,76.243,32.53901659585983,162.56,31,0.275,17.75,-72.10830674120872,43.1720881047763,1.2903225806451613,2,-4.413972673347663,-1.5311919617773906
2441100449108586,Memphis,NY,13112,14000,265,25027.71,94.44418867924529,142.38097538809134,976.89,85,0.28679245283018867,16.588679245283018,-72.93806395898795,42.56589461717119,3.1176470588235294,0,0.33244889157062735,0.8749897545526962
3000865854914214,Washington,NH,3280,5000,40,2401.63,60.04075,147.7196057398472,964.98,35,0.325,17.225,-72.11265985753275,43.16730919694268,1.1428571428571428,0,-2.6780819230604074,1.3460485395962474
8414741953111383,Washington,NH,3280,18000,524,43564.56,83.13847328244275,95.02422026140495,902.65,92,0.25,16.608778625954198,-68.7725981103245,42.71602830620022,5.695652173913044,1,1.9268777352620547,-1.0017401265382917
4521667837475463,Richmond,MA,1254,9000,264,24410.99,92.46587121212121,99.0788269577782,993.31,84,0.2803030303030303,17.109848484848484,-72.75236986418709,42.17087921972837,3.142857142857143,0,-0.17337844840729386,0.03507556396054632
8534199181434464,Des Moines,IA,50301,20000,599,54528.16,91.03198664440735,73.1061712887141,939.15,92,0.2988313856427379,16.37228714524207,-92.11473972805977,41.56721335260471,6.510869565217392,1,2.5944262196295416,-1.5803065574017885
5664450038929347,Miami,WV,25134,40000,575,90035.92,156.58420869565217,110.32359116536163,973.41,91,0.28,17.045217391304348,-79.98003568807042,38.172550096323775,6.318681318681318,1,4.725398114069454,0.2168017523882278
5458162124475323,Memphis,NY,13112,20000,595,48893.5,82.17394957983193,133.39282159684032,987.81,90,0.2739495798319328,16.48067226890756,-75.23278094410895,42.75605554275298,6.611111111111111,1,2.7953223629273873,-0.4894696841775443
4298557099672376,Pittsburgh,PA,15201,8000,366,25862.5,70.66256830601093,71.62943620411917,904.76,86,0.2786885245901639,16.614754098360656,-78.24951399567114,40.489584248680046,4.255813953488372,0,0.04800000985140154,-1.273575921464648
4318352196714983,Washington,NH,3280,24000,588,69460.82,118.13064625850342,122.5122909743592,979.03,92,0.2789115646258503,16.367346938775512,-70.60688647760968,42.84874388218002,6.391304347826087,1,3.4533811746486442,0.042193744221340444
6063334769611138,Portland,ME,4101,10000,522,25105.31,48.09446360153257,86.00432802683272,947.61,90,0.2739463601532567,16.726053639846743,-69.4122049831635,43.586561035124,5.8,1,0.9770682101647858,-1.657741466716573
1833346877787047,Arlington,MA,2174,8000,153,22472.04,146.87607843137255,117.51307438029865,995.74,72,0.29411764705882354,16.45751633986928,-70.64343033847607,42.319885541149524,2.125,0,-0.6933852457978422,1.7477504433634463
2420143847731044,Washington,NH,3280,9000,493,18548.920000000002,37.62458417849899,91.92660658399336,996.94,92,0.2799188640973631,16.460446247464503,-70.80292707702516,42.81159984397327,5.358695652173913,1,0.721813207624667,-1.570882303757928
3224706753595872,New York,NY,10001,21000,529,52656.92,99.54049149338374,92.57027722501189,984.02,90,0.2741020793950851,16.580340264650285,-71.04730156893247,40.59508999116127,5.877777777777778,1,2.4477194036488323,-0.7217231201642345
2238144513466760,Buffalo,NY,14201,10000,524,27042.26,51.607366412213736,135.5754845939297,979.46,89,0.2900763358778626,16.938931297709924,-76.5744569386396,42.80082167371575,5.887640449438202,1,1.3246446962425986,-0.8374424027556584
7238936669483666,Washington,NH,3280,9000,426,31709.68,74.43586854460094,137.8039440426668,988.15,90,0.2746478873239437,16.610328638497652,-71.18989391304423,42.94924984548332,4.733333333333333,1,0.9980016977129866,-0.023313207242122845
6988573032633097,Washington,NH,3280,6000,61,8219.51,134.7460655737705,126.272548432332,966.88,40,0.29508196721311475,15.950819672131148,-72.08987868898649,43.18322831645361,1.525,0,-2.056742131654647,2.1737823894958277
8246842555809242,Long Beach,NY,11561,14000,332,23056.73,69.44798192771084,124.89326050464066,975.93,87,0.25301204819277107,16.69578313253012,-71.87903452877617,40.45938441665478,3.8160919540229883,0,0.510226917838039,-0.17106243857121417
3283780398702017,Houston,PA,15342,8000,190,12371.14,65.11126315789474,144.80175539175465,920.69,73,0.29473684210526313,16.026315789473685,-79.5821693733329,40.26496026922399,2.6027397260273974,0,-0.8926761417701463,0.5599692722613969
8186338691607752,Houston,PA,15342,10000,496,20013.25,40.34929435483871,98.91873115154871,884.34,91,0.2782258064516129,16.455645161290324,-76.91293730626401,39.7648528197618,5.450549450549451,1,0.7331090070087843,-1.7296008474422473
4114566748837655,Springfield,MA,1101,8000,299,18553.38,62.05143812709031,116.05448934120128,977.78,81,0.2608695652173913,16.789297658862875,-70.23369545783945,41.77642516529561,3.691358024691358,0,-0.19932799684739252,-0.28649743328086746
2473526792975445,Houston,PA,15342,10000,131,14403.22,109.94824427480916,116.31978012544636,984.84,66,0.26717557251908397,17.229007633587788,-78.77991878971457,40.21082931305911,1.9848484848484849,0,-1.0898046333712201,0.9115783971588456
3046519985237274,Newark,NJ,7101,10000,485,21027.02,43.35468041237114,102.00817311562501,949.23,91,0.27010309278350514,16.265979381443298,-72.3037432452669,40.56162169168186,5.329670329670329,1,0.8179758802043554,-1.4220424603037431
7877869810457796,Washington,NH,3280,8000,111,15452.68,139.21333333333334,159.54182066344254,995.77,65,0.23423423423423423,16.234234234234233,-71.41679156324578,43.25550850400454,1.7076923076923076,0,-0.9343571819319709,2.444438872416829
8533111210766809,New York,NY,10001,12000,442,27995.26,63.3376923076923,102.55081131659541,978.56,91,0.25565610859728505,17.287330316742082,-73.58431847765108,40.77961778113316,4.857142857142857,1,0.9356096678209247,-1.0726685299006842
7198750113791865,El Paso,IL,61738,3000,149,9938.54,66.70161073825504,116.68870428129473,955.61,76,0.2751677852348993,16.20805369127517,-87.68278427090418,40.865819689914595,1.9605263157894737,0,-1.4860987080437933,0.1537619981563869
3355576223096097,Miami,WV,25134,4000,174,14248.94,81.89045977011494,96.33652744425969,942.53,75,0.21839080459770116,16.442528735632184,-79.72675479558823,37.843565416521145,2.32,0,-1.2395921600028739,-0.18400298561993267
1668261999348087,Columbus,NJ,8022,12000,600,23649.55,39.41591666666667,91.69045849555413,947.32,92,0.315,16.808333333333334,-72.79741218951058,39.97922173508879,6.521739130434782,1,1.4392835203784913,-2.032804825169456
9755306333757844,Washington,NH,3280,10000,355,20198.84,56.89814084507042,118.07765518334081,970.36,89,0.29577464788732394,17.371830985915494,-70.91124272002017,43.21565367616863,3.9887640449438204,0,0.21548914321040877,-0.4995802109038948
7687658687382923,Washington,NH,3280,10000,121,15173.72,125.40264462809917,152.7459006420391,942.29,69,0.34710743801652894,16.983471074380166,-69.90331493348607,43.03185801000822,1.7536231884057971,0,-0.987165243650083,2.101961183408786
6423417855132625,Springfield,MA,1101,5000,26,1919.7,73.83461538461539,182.54827210862928,965.21,24,0.38461538461538464,16.346153846153847,-69.89441224750257,41.14214527197255,1.0833333333333333,0,-2.7042440498259146,2.4367646815992656
9851955447362962,El Paso,IL,61738,8000,126,11791.01,93.57944444444445,131.39613450816915,954.65,69,0.2222222222222222,17.1984126984127,-85.69542598749912,40.1275588895941,1.826086956521739,0,-1.22905912710543,0.7168158789021802
3424173121597094,Miami,WV,25134,6000,247,12545.99,50.79348178137652,27.282356981427856,149.81,84,0.29959514170040485,16.959514170040485,-79.76149045954628,38.11359944870329,2.9404761904761907,2,-2.2995803628009783,-3.0502264286699905
6615733467016631,Chicago,IL,60290,9000,256,9091.9,35.515234375,126.25145041428063,990.18,83,0.25390625,16.47265625,-84.70547674739592,41.769285987814264,3.0843373493975905,0,-0.5547593373765753,-0.5134901419650593
8016323385451014,Los Angeles,CA,90001,10000,8,661.31,82.66375,43.86008499030916,168.7,8,0.125,15.75,-118.2186253560685,33.99918989162614,1.0,2,-4.308729465914562,-1.7436672334968584
4290726060535834,Dallas,PA,18612,10000,10,410.64,41.064,27.691844447217466,91.72,9,0.3,19.8,-75.99206565247576,41.32741148660402,1.1111111111111112,2,-4.932394020058828,-2.3502449543400217
9430574789596024,San Antonio,PR,690,20000,498,47061.86,94.50172690763053,93.43512198715344,992.04,90,0.28112449799196787,16.70281124497992,-65.53783295797628,18.49207170681164,5.533333333333333,1,2.257009169186286,-1.3533313023399056
3966556370103795,Washington,NH,3280,16000,472,43416.59,91.98430084745762,138.32714666929002,994.6,90,0.288135593220339,15.71822033898305,-70.50795628655524,43.06980023971307,5.2444444444444445,1,1.9334377475303144,0.3199697378391708
4462290711836916,New York,NY,10001,2000,84,9839.79,117.14035714285716,134.2424846156183,917.6,54,0.25,16.904761904761905,-70.62694899170971,40.68962480425749,1.5555555555555556,0,-1.9926392141801053,1.5469432215229433
3457862814915595,Indianapolis,IN,46201,20000,446,40831.7,91.55089686098654,148.29379648538165,998.51,91,0.289237668161435,16.769058295964125,-84.36833280847016,39.73612879583659,4.9010989010989015,1,2.007863586532519,0.17962190951863222
3801374660832282,Fort Worth,TX,76101,20000,477,55336.03,116.00844863731656,113.86408688450454,984.0,90,0.27253668763102723,16.80083857442348,-95.19055920288523,32.81850192321973,5.3,1,2.413158834703769,-0.4786362715448248
6126515498577720,Washington,NH,3280,7000,88,10243.01,116.39784090909092,61.911417836317824,307.22,56,0.29545454545454547,16.647727272727273,-72.10142240412074,43.16866026359377,1.5714285714285714,2,-2.913237679999706,-0.30124442808719326
3917492344376650,Chicago,IL,60290,20000,457,48100.29,105.25227571115974,117.6612548414405,982.42,91,0.24507658643326038,16.455142231947484,-84.58203554706895,41.58954013050205,5.021978021978022,1,2.1124385962330794,-0.1370913210662791
8162218322673975,Akron,NY,14001,20000,585,33393.58,57.08304273504274,126.73212816360575,999.31,91,0.28376068376068375,17.114529914529914,-76.82197208025234,42.8584585505499,6.428571428571429,1,2.287892798040339,-1.0585626881340267
7962835535781875,Houston,PA,15342,9000,181,21199.85,117.12624309392264,161.0371850371712,992.09,76,0.30386740331491713,16.03314917127072,-78.46916034877484,39.77604419874881,2.3815789473684212,0,-0.3221615801548155,1.8028470039401836
8108798437651256,Washington,NH,3280,14000,220,33834.77,153.79440909090908,143.87134402994423,987.38,81,0.2681818181818182,17.304545454545455,-69.54712666221518,42.775625044501155,2.7160493827160495,0,0.4502057622016794,1.9384611878395797
7115509751643442,New Orleans,LA,70112,10000,146,12275.16,84.07643835616439,78.91582652980567,912.36,74,0.2808219178082192,16.95205479452055,-87.34638494705032,29.855951302925686,1.972972972972973,0,-1.261084171870215,-0.6669180137707235
5654948589485821,Washington,NH,3280,18000,302,27626.01,91.47685430463575,167.93873841623275,984.02,85,0.2980132450331126,17.039735099337747,-71.45056796571906,43.270198359348285,3.552941176470588,1,0.8885159353876556,1.1571869641298291
8353267890887335,Washington,NH,3280,10000,588,24554.41,41.75920068027211,100.15195682095776,967.55,90,0.2857142857142857,16.404761904761905,-71.07124842770388,43.061273187480445,6.533333333333333,1,1.384056174409423,-1.6789147859760731
5662926915287941,Washington,NH,3280,2000,70,6137.58,87.67971428571428,116.4153012251288,985.4,50,0.2714285714285714,18.185714285714287,-69.02485662133492,42.96122614657879,1.4,0,-2.3897915983732196,0.8929448589486838
2303171755251168,El Paso,IL,61738,10000,491,20999.28,42.768391038696535,118.93507748681088,994.43,88,0.285132382892057,16.983706720977597,-87.55903269077707,40.4438583993258,5.579545454545454,1,0.9568086160892327,-1.3534797419912798
9449500138776236,Richmond,MA,1254,20000,443,34943.67,78.87961625282166,117.08505079443607,952.45,90,0.29571106094808125,16.419864559819413,-71.44875123902179,42.049458925641986,4.9222222222222225,1,1.5850427449913311,-0.3351526606175345
5171595359553508,Houston,PA,15342,20000,318,31841.07,100.12915094339623,112.66170555537455,983.27,86,0.2641509433962264,16.9874213836478,-76.262582656869,40.17934991974479,3.697674418604651,1,0.9661112148344068,0.12082313901515923
7036919029144120,New York,NY,10001,30000,572,78848.73,137.84743006993006,136.64124223444915,980.93,92,0.2762237762237762,16.664335664335663,-72.2845268126306,40.524235084034636,6.217391304347826,1,4.032976708298649,0.5404638557021284
8526940090693523,Washington,NH,3280,9000,19,1398.1,73.58421052631579,33.13650476367742,129.51,18,0.21052631578947367,17.894736842105264,-72.0989380371504,43.18126068267915,1.0555555555555556,2,-4.488134786456306,-1.5633236803739885
3053439628501145,Washington,NH,3280,15000,485,35093.68,72.35810309278351,132.61934906956068,982.62,91,0.30515463917525776,16.905154639175258,-69.59790112647512,42.9132225498389,5.329670329670329,1,1.6097671197807948,-0.2858333491590711
3342907490282079,Dallas,PA,18612,5000,78,5803.76,74.40717948717949,136.383350013015,978.06,55,0.3076923076923077,16.102564102564102,-73.77573877613192,41.34885622023661,1.4181818181818182,0,-2.016048329791643,1.2081849636370712
6058125552802074,Washington,NH,3280,16000,358,33281.97,92.9663966480447,123.6472821238516,985.76,89,0.3016759776536313,15.282122905027933,-69.5973538362926,43.16928731328942,4.022471910112359,1,1.061611423788787,0.5204062188589343
4324769211499741,Houston,PA,15342,3000,42,6191.11,147.40738095238095,145.56801962270328,973.53,34,0.21428571428571427,18.80952380952381,-80.21767671902604,40.243232359576595,1.2352941176470589,0,-2.3520485160218256,2.1003244924267346
9961694231875562,Washington,NH,3280,10000,185,14572.15,78.76837837837837,76.54063734928205,975.28,78,0.25405405405405407,16.935135135135134,-71.25823249624649,43.165629260473416,2.371794871794872,0,-0.9771592864482151,-0.29245435039001966
